State,County,NSN,Item Name,Quantity,UI,Acquisition Cost,Ship Date
TN,ANDERSON                 ,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,10/27/2006
TN,ANDERSON                 ,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,10/27/2006
TN,ANDERSON                 ,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,10/27/2006
TN,ANDERSON                 ,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,10/27/2006
TN,ANDERSON                 ,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,10/27/2006
TN,ANDERSON                 ,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,10/27/2006
TN,ANDERSON                 ,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,10/27/2006
TN,ANDERSON                 ,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,10/27/2006
TN,ANDERSON                 ,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,10/27/2006
TN,ANDERSON                 ,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,10/27/2006
TN,ANDERSON                 ,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,10/27/2006
TN,ANDERSON                 ,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,10/27/2006
TN,ANDERSON                 ,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,10/27/2006
TN,ANDERSON                 ,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,11/01/2006
TN,ANDERSON                 ,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,11/01/2006
TN,ANDERSON                 ,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,11/01/2006
TN,ANDERSON                 ,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,11/01/2006
TN,ANDERSON                 ,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,11/01/2006
TN,ANDERSON                 ,1005-00-921-5004,"MAGAZINE,CARTRIDGE",50,Each,9.31,05/24/2013
TN,ANDERSON                 ,1240-01-207-5787,BINOCULAR,19,Each,342,07/25/2010
TN,ANDERSON                 ,1240-01-492-5264,"SIGHT,HOLOGRAPHIC",1,Each,529.98,06/21/2010
TN,ANDERSON                 ,2310-01-146-7194,"TRUCK,AMBULANCE",1,Each,30691,04/16/2014
TN,ANDERSON                 ,5805-01-318-8421,TELEPHONE SET,8,Each,1214.21,07/09/2010
TN,ANDERSON                 ,5805-01-531-5590,TRANSLATION DEVICE,1,Each,2250,07/09/2010
TN,ANDERSON                 ,5855-00-150-1820,"VIEWER,NIGHT VISION",1,Each,4110,09/14/2010
TN,ANDERSON                 ,5855-01-522-8238,"LENS,INFRARED RECEIVER",1,Each,1265.8,07/12/2010
TN,ANDERSON                 ,5855-01-522-8238,"LENS,INFRARED RECEIVER",1,Each,1265.8,07/12/2010
TN,ANDERSON                 ,5855-01-547-9489,"SIGHT,NIGHT VISION SNIPERSCOPE",1,Each,8795,07/30/2010
TN,ANDERSON                 ,5855-01-557-9470,"NIGHT VISION SYSTEM,PUBLIC AFFAIRS",2,Each,8000,09/17/2013
TN,ANDERSON                 ,5860-01-491-9639,INTEGRATED LASER LI,4,EA,1692.79,12/04/-8603
TN,ANDERSON                 ,6635-01-449-5163,"X-RAY APPARATUS,RADIOGRAPHIC,INDUSTRIAL",1,Kit,17417,07/16/2010
TN,ANDERSON                 ,6665-00-966-9071,"DETECTING SET,MINE",1,Each,1196,07/30/2010
TN,ANDERSON                 ,8465-01-416-4634,"SPECTACLES,BALLISTIC AND LASER PROTECTIVE",7,Each,20.3,08/03/2010
TN,ANDERSON                 ,8465-01-491-6605,LOAD-CARRYING EQUIP,36,SE,201.86,02/22/-8602
TN,ANDERSON                 ,8465-01-525-0578,RIFLEMAN SET,14,Set,337.49,08/06/2013
TN,ANDERSON                 ,8470-00-HEL-MET,,3,Each,5769,07/26/2010
TN,ANDERSON                 ,8470-01-215-4386,"SUIT,EXPLOSIVE ORDNANCE DISPOSAL",3,Each,10642.1,07/25/2010
TN,ANDERSON                 ,8470-01-540-6532,"INSERT,SMALL ARMS PROTECTIVE BODY ARMOR",2,Each,249.21,07/25/2010
TN,ANDERSON                 ,8470-01-540-6532,"INSERT,SMALL ARMS PROTECTIVE BODY ARMOR",12,Each,249.21,07/25/2010
TN,ANDERSON                 ,8470-01-552-1973,"PAD,CROWN,EXPLOSIVE ORDNANCE DISPOSAL HELMET",15,Each,8.75,07/29/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,08/02/2010
TN,BEDFORD                  ,1240-01-411-1265,"SIGHT,REFLEX",1,Each,328,03/14/2012
TN,BEDFORD                  ,1240-01-411-1265,"SIGHT,REFLEX",1,Each,328,03/14/2012
TN,BEDFORD                  ,1240-01-411-1265,"SIGHT,REFLEX",1,Each,328,03/14/2012
TN,BEDFORD                  ,1240-01-411-1265,"SIGHT,REFLEX",1,Each,328,03/14/2012
TN,BEDFORD                  ,1240-01-411-1265,"SIGHT,REFLEX",1,Each,328,03/14/2012
TN,BEDFORD                  ,1240-01-411-1265,"SIGHT,REFLEX",1,Each,328,03/14/2012
TN,BEDFORD                  ,1240-01-411-1265,"SIGHT,REFLEX",1,Each,328,03/14/2012
TN,BEDFORD                  ,1240-01-411-1265,"SIGHT,REFLEX",1,Each,328,03/14/2012
TN,BEDFORD                  ,1240-01-411-1265,"SIGHT,REFLEX",1,Each,328,03/14/2012
TN,BEDFORD                  ,1240-01-411-1265,"SIGHT,REFLEX",1,Each,328,03/14/2012
TN,BEDFORD                  ,1240-01-411-1265,"SIGHT,REFLEX",1,Each,328,03/14/2012
TN,BEDFORD                  ,1240-01-411-1265,"SIGHT,REFLEX",1,Each,328,03/14/2012
TN,BEDFORD                  ,1240-01-411-1265,"SIGHT,REFLEX",1,Each,328,03/14/2012
TN,BEDFORD                  ,1240-01-411-1265,"SIGHT,REFLEX",1,Each,328,03/14/2012
TN,BEDFORD                  ,1240-01-411-1265,"SIGHT,REFLEX",1,Each,328,03/14/2012
TN,BEDFORD                  ,1240-01-411-1265,"SIGHT,REFLEX",1,Each,328,03/14/2012
TN,BEDFORD                  ,2320-01-128-9551,"TRUCK,UTILITY",1,Each,47989,03/14/2012
TN,BEDFORD                  ,8415-01-310-7337,"GLOVES,MEN'S AND WO",16,PR,16.18,07/25/-8549
TN,BEDFORD                  ,8415-01-414-1856,"COVERALLS,MECHANICS",5,EA,49.67,04/05/-8549
TN,BEDFORD                  ,8415-01-414-1859,"COVERALLS,MECHANICS",5,EA,49.67,04/05/-8549
TN,BEDFORD                  ,8415-01-414-1862,"COVERALLS,MECHANICS",5,EA,49.67,07/13/-8549
TN,BEDFORD                  ,8415-01-422-1505,"JACKET,FLYER'S     ",1,EA,255.01,04/22/-8549
TN,BEDFORD                  ,8415-01-446-9259,"GLOVES,FLYERS'     ",15,PR,39.55,04/03/-8549
TN,BEDFORD                  ,8415-01-461-5070,"TRUNKS,GENERAL PURP",120,PR,7.37,01/15/-8549
TN,BEDFORD                  ,8415-01-461-8341,"SHIRT,COLD WEATHER ",30,EA,60.45,01/15/-8549
TN,BEDFORD                  ,8415-01-461-8341,"SHIRT,COLD WEATHER ",25,EA,60.45,04/03/-8549
TN,BEDFORD                  ,8415-01-461-8356,"SHIRT,COLD WEATHER ",25,EA,60.45,04/03/-8549
TN,BEDFORD                  ,8415-01-472-6911,"OVERALLS,COLD WEATH",2,EA,43.37,07/05/-8549
TN,BEDFORD                  ,8415-01-472-6914,"OVERALLS,COLD WEATH",1,EA,43.37,07/05/-8549
TN,BEDFORD                  ,8415-01-472-6916,"OVERALLS,COLD WEATH",6,EA,43.37,07/05/-8549
TN,BEDFORD                  ,8415-01-472-6916,"OVERALLS,COLD WEATH",5,EA,43.37,07/05/-8549
TN,BEDFORD                  ,8415-01-472-6917,"OVERALLS,COLD WEATH",5,EA,43.37,07/05/-8549
TN,BEDFORD                  ,8415-01-472-6918,"OVERALLS,COLD WEATH",2,EA,43.37,07/05/-8549
TN,BEDFORD                  ,8415-01-472-6918,"OVERALLS,COLD WEATH",6,EA,43.37,07/05/-8549
TN,BEDFORD                  ,8415-01-476-6308,LEP UWEAR ST B XL R,30,EA,1,07/25/-8549
TN,BEDFORD                  ,8415-01-490-6131,"COVERALLS,MECHANICS",5,EA,49.67,04/05/-8549
TN,BEDFORD                  ,8415-01-501-6892,"DRAWERS,EXTREME COL",4,EA,14.38,04/05/-8549
TN,BEDFORD                  ,8415-01-501-7077,"UNDERSHIRT,EXTREME ",4,EA,17.68,04/05/-8549
TN,BEDFORD                  ,8415-01-530-2157,"ELBOW,PAD          ",18,PR,11.79,07/05/-8549
TN,BEDFORD                  ,8415-01-530-2351,"PAD,KNEE           ",24,PR,18.81,07/25/-8549
TN,BEDFORD                  ,8420-01-112-1965,"DRAWERS,MEN'S      ",110,PR,1.92,03/27/-8549
TN,BEDFORD                  ,8430-01-514-5151,"BOOTS,COMBAT       ",2,PR,75.95,01/15/-8549
TN,BEDFORD                  ,8430-01-514-5171,"BOOTS,COMBAT       ",3,PR,75.95,01/15/-8549
TN,BEDFORD                  ,8430-01-514-5176,"BOOTS,COMBAT       ",2,PR,75.95,01/15/-8549
TN,BEDFORD                  ,8430-01-516-1598,"BOOTS,COMBAT       ",2,PR,96.8,01/15/-8549
TN,BEDFORD                  ,8430-01-516-1610,"BOOTS,COMBAT       ",2,PR,96.8,01/15/-8549
TN,BEDFORD                  ,8430-01-516-1614,"BOOTS,COMBAT       ",4,PR,96.8,01/15/-8549
TN,BEDFORD                  ,8440-00-543-7777,SOCKS              ,108,PR,1.55,01/09/-8549
TN,BEDFORD                  ,8465-01-019-9102,FIELD PACK         ,5,EA,41.09,04/12/-8549
TN,BEDFORD                  ,8465-01-019-9102,FIELD PACK         ,6,EA,41.09,04/12/-8549
TN,BEDFORD                  ,8465-01-117-8699,"BAG,DUFFEL         ",30,EA,23.55,04/12/-8549
TN,BEDFORD                  ,8465-01-328-8268,"GOGGLES,SUN,WIND AN",20,PR,23.81,04/03/-8549
TN,BEDFORD                  ,8465-01-416-4626,"SPECTACLES KIT,BALLISTIC AND LASER PROTECTIVE",57,Kit,15.16,01/04/2012
TN,BEDFORD                  ,8465-01-459-6572,RIFLEMAN SET       ,2,EA,400.37,04/12/-8549
TN,BEDFORD                  ,8465-01-491-7450,SYSTEM HYDRATION   ,5,EA,33.05,07/05/-8549
TN,BEDFORD                  ,8465-01-524-5285,RUCKSACK LARGE FIEL,10,EA,83.64,04/12/-8549
TN,BEDFORD                  ,8465-01-525-5531,HYDRATION SYSTEM   ,2,EA,53.52,07/05/-8549
TN,BEDFORD                  ,8465-01-547-2757,MODULAR SLEEPING BA,10,EA,342.53,04/12/-8549
TN,BENTON                   ,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,12/04/2008
TN,BENTON                   ,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,12/04/2008
TN,BENTON                   ,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,10/16/2008
TN,BENTON                   ,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,10/16/2008
TN,BENTON                   ,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,10/16/2008
TN,BENTON                   ,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,10/16/2008
TN,BENTON                   ,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,10/16/2008
TN,BENTON                   ,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,10/16/2008
TN,BENTON                   ,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,10/16/2008
TN,BENTON                   ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,11/21/2008
TN,BENTON                   ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,11/21/2008
TN,BENTON                   ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,11/21/2008
TN,BENTON                   ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,11/21/2008
TN,BENTON                   ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,11/21/2008
TN,BENTON                   ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,11/21/2008
TN,BENTON                   ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,11/21/2008
TN,BENTON                   ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,11/21/2008
TN,BENTON                   ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,11/21/2008
TN,BENTON                   ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,11/21/2008
TN,BENTON                   ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,11/21/2008
TN,BENTON                   ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,11/21/2008
TN,BENTON                   ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,11/21/2008
TN,BENTON                   ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,11/21/2008
TN,BENTON                   ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,11/21/2008
TN,BENTON                   ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,12/04/2008
TN,BENTON                   ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,12/04/2008
TN,BENTON                   ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,12/04/2008
TN,BENTON                   ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,12/04/2008
TN,BENTON                   ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,12/04/2008
TN,BENTON                   ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,12/04/2008
TN,BENTON                   ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,12/04/2008
TN,BENTON                   ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,12/04/2008
TN,BENTON                   ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,12/04/2008
TN,BENTON                   ,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,12/04/2008
TN,BENTON                   ,1005-01-094-7045,"REVOLVER,CALIBER .38 SPECIAL",1,Each,89.57,10/16/2008
TN,BENTON                   ,1005-01-094-7045,"REVOLVER,CALIBER .38 SPECIAL",1,Each,89.57,10/16/2008
TN,BENTON                   ,1005-01-094-7045,"REVOLVER,CALIBER .38 SPECIAL",1,Each,89.57,10/16/2008
TN,BENTON                   ,1005-01-094-7045,"REVOLVER,CALIBER .38 SPECIAL",1,Each,89.57,10/16/2008
TN,BENTON                   ,1005-01-094-7045,"REVOLVER,CALIBER .38 SPECIAL",1,Each,89.57,10/16/2008
TN,BENTON                   ,1005-01-094-7045,"REVOLVER,CALIBER .38 SPECIAL",1,Each,89.57,10/16/2008
TN,BENTON                   ,1005-01-094-7045,"REVOLVER,CALIBER .38 SPECIAL",1,Each,89.57,10/16/2008
TN,BENTON                   ,1005-01-094-7045,"REVOLVER,CALIBER .38 SPECIAL",1,Each,89.57,10/16/2008
TN,BENTON                   ,1005-01-094-7045,"REVOLVER,CALIBER .38 SPECIAL",1,Each,89.57,10/16/2008
TN,BENTON                   ,1005-01-094-7045,"REVOLVER,CALIBER .38 SPECIAL",1,Each,89.57,10/16/2008
TN,BENTON                   ,1005-01-094-7045,"REVOLVER,CALIBER .38 SPECIAL",1,Each,89.57,10/16/2008
TN,BENTON                   ,1005-01-094-7045,"REVOLVER,CALIBER .38 SPECIAL",1,Each,89.57,10/16/2008
TN,BENTON                   ,1005-01-094-7045,"REVOLVER,CALIBER .38 SPECIAL",1,Each,89.57,10/16/2008
TN,BENTON                   ,1005-01-094-7045,"REVOLVER,CALIBER .38 SPECIAL",1,Each,89.57,10/16/2008
TN,BENTON                   ,1005-01-094-7045,"REVOLVER,CALIBER .38 SPECIAL",1,Each,89.57,10/16/2008
TN,BENTON                   ,1005-01-094-7045,"REVOLVER,CALIBER .38 SPECIAL",1,Each,89.57,10/16/2008
TN,BENTON                   ,1005-01-094-7045,"REVOLVER,CALIBER .38 SPECIAL",1,Each,89.57,10/16/2008
TN,BENTON                   ,1005-01-094-7045,"REVOLVER,CALIBER .38 SPECIAL",1,Each,89.57,10/16/2008
TN,BENTON                   ,1005-01-094-7045,"REVOLVER,CALIBER .38 SPECIAL",1,Each,89.57,10/16/2008
TN,BENTON                   ,1005-01-094-7045,"REVOLVER,CALIBER .38 SPECIAL",1,Each,89.57,10/16/2008
TN,BENTON                   ,1095-00-592-6491,"HOLSTER,PISTOL     ",20,EA,9.55,04/01/-8549
TN,BENTON                   ,1095-01-338-4770,"HOLSTER,PISTOL     ",5,EA,15.86,12/26/-8550
TN,BENTON                   ,1240-01-149-8302,LASER RANGE FINDER,2,Each,27505,07/31/2011
TN,BENTON                   ,2320-01-128-9551,"TRUCK,UTILITY",1,Each,47989,11/18/2011
TN,BENTON                   ,2320-01-146-7193,"TRUCK,UTILITY",1,Each,39441,11/18/2011
TN,BENTON                   ,2320-01-230-0304,"TRUCK,WRECKER",1,Each,168960,11/15/2012
TN,BENTON                   ,2320-01-371-9577,"TRUCK,UTILITY",1,Each,44722,04/18/2011
TN,BENTON                   ,2410-00-185-9794,"TRACTOR,FULL TRACKED,LOW SPEED",1,Each,106190,12/13/2012
TN,BENTON                   ,2420-01-160-2754,"TRACTOR,WHEELED,INDUSTRIAL",1,Each,110000,12/05/2012
TN,BENTON                   ,2590-01-244-6090,"RACK,AMMUNITION STOWAGE",1,Each,271.49,07/30/2011
TN,BENTON                   ,2920-01-420-9968,"GENERATOR,ENGINE ACCESSORY",1,Each,1551,08/18/2012
TN,BENTON                   ,3750-01-C02-1032,,1,Each,2897.99,11/15/2012
TN,BENTON                   ,4220-01-407-3390,"LIFE PRESERVER,VEST",10,Each,463.92,01/12/2011
TN,BENTON                   ,4220-01-487-3625,"LIFE PRESERVER,VEST",2,Each,221.41,11/24/2012
TN,BENTON                   ,4240-00-022-2946,"PROTECTOR,HEARING",20,Each,6.89,11/24/2012
TN,BENTON                   ,4240-01-292-5055,"SPECTACLES,INDUSTRI",15,PR,4.06,11/05/-8549
TN,BENTON                   ,5140-DS-TOO-LBOX,TOOLBOX,2,Each,100,06/06/2013
TN,BENTON                   ,5140-DS-TOO-LBOX,TOOLBOX,4,Each,100,06/06/2013
TN,BENTON                   ,5140-DS-TOO-LBOX,TOOLBOX,4,Each,100,06/06/2013
TN,BENTON                   ,5140-DS-TOO-LBOX,TOOLBOX,4,Each,100,06/06/2013
TN,BENTON                   ,5450-DS-STO-SHED,8 X 10 STORAGE SHED ALUMINUM,2,EA,1000,08/27/-8548
TN,BENTON                   ,5805-01-318-8421,TELEPHONE SET,10,Each,1214.21,08/13/2012
TN,BENTON                   ,5820-01-136-1519,RADIO SET,1,Each,16770,07/24/2011
TN,BENTON                   ,5836-DS-VID-EORE,VIDEO RECORDING AND REPRODUCING EQUIPMEN,1,Each,302.99,11/20/2012
TN,BENTON                   ,6220-01-176-5623,"FLOODLIGHT,ELECTRIC",12,Each,130.41,07/29/2012
TN,BENTON                   ,6220-01-176-5623,"FLOODLIGHT,ELECTRIC",12,EA,130.41,11/16/-8548
TN,BENTON                   ,6230-00-264-8261,FLASHLIGHT,10,Each,8.15,07/14/2012
TN,BENTON                   ,6230-00-264-8261,FLASHLIGHT         ,10,EA,8.15,08/27/-8548
TN,BENTON                   ,6510-01-588-3687,"BLANKET,BURN",20,Each,6.66,06/10/2013
TN,BENTON                   ,6532-01-153-6517,GOWN ISOLATION DISP,2,PG,126.89,10/30/-8549
TN,BENTON                   ,6910-00-SIM-ULAT,INTERACTIVE MODULAR SIMULATOR,2,EA,15000,01/29/-8548
TN,BENTON                   ,7010-01-333-0711,"COMPUTER SYSTEM,DIGITAL",1,Each,49900,07/30/2011
TN,BENTON                   ,7025-01-478-7713,"INTERFACE UNIT,AUTOMATIC DATA PROCESSING",5,Each,6379.18,07/31/2011
TN,BENTON                   ,7045-00-FLS-HDRI,,25,Package,21.76,07/14/2012
TN,BENTON                   ,7045-00-FLS-HDRI,FLASH DRIVE ALADDIN,25,PG,21.76,08/27/-8548
TN,BENTON                   ,7105-DS-CHA-IRWD,PEWS WOOD CHURCH,11,EA,20,08/03/-8549
TN,BENTON                   ,7110-DS-BAG-S,,4,Each,30,12/05/2012
TN,BENTON                   ,7195-DS-MIS-CFUR,MISCELLANEOUS FURNITURE AND FIXTURES,2,Each,11000,05/29/2013
TN,BENTON                   ,7195-DS-MIS-CFUR,MISCELLANEOUS FURNITURE AND FIXTURES,2,Each,13593,05/30/2013
TN,BENTON                   ,7195-DS-MIS-CFUR,MISCELLANEOUS FURNITURE AND FIXTURES,1,Each,13593,05/30/2013
TN,BENTON                   ,7830-00-FOO-SEBA,,1,Each,200,07/01/2012
TN,BENTON                   ,7830-00-FOO-SEBA,TABLE FOOSEBALL W ACC,1,EA,200,08/20/-8548
TN,BENTON                   ,7830-00-PIN-GPON,,1,Each,150,07/01/2012
TN,BENTON                   ,7830-00-PIN-GPON,TABLE PING PONG W ACC,1,EA,150,08/20/-8548
TN,BENTON                   ,7830-00-SHF-FLEB,,1,Each,100,07/01/2012
TN,BENTON                   ,7830-00-SHF-FLEB,TABLE SHUFFLEBOARD W ACC,1,EA,100,08/20/-8548
TN,BENTON                   ,7830-01-C03-2121,,2,Each,150,12/05/2012
TN,BENTON                   ,8465-01-322-1965,"BELT,INDIVIDUAL EQU",25,EA,12.88,04/19/-8549
TN,BENTON                   ,8465-01-488-7874,"POCKET,AMMUNITION MAGAZINE",5,Unknown,0,07/14/2012
TN,BENTON                   ,8465-01-488-7874,POCKET AMMUNITION M,5,EA,17,08/27/-8548
TN,BLEDSOE                  ,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,06/14/2006
TN,BLEDSOE                  ,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,06/14/2006
TN,BLEDSOE                  ,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,10/26/2006
TN,BLEDSOE                  ,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,10/26/2006
TN,BLEDSOE                  ,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,10/26/2006
TN,BLOUNT                   ,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,11/06/2006
TN,BLOUNT                   ,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,11/06/2006
TN,BLOUNT                   ,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,11/06/2006
TN,BLOUNT                   ,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,11/06/2006
TN,BLOUNT                   ,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,11/06/2006
